Part,Section,Parser ID,Node ID,Question text,Data type,Checkboxes,Dropdown list,Condition,Review hints,Repetition group,Property name,Notes
A,06 - Education,a-6-1a8a1b-0,559,Please explain.,text,,,Person to Verify Education Explanation for Selection of “Other” for Relationship Categorized.,,schools,educationReferenceRelationshipExplanation,
A,06 - Education,a-6-18e674-0,562,What is their phone number? (You may list more than one.),phone_number_and_type,I Don't Know,,Education Reference Phone Number.,extra_chunks,schools,educationReferencePhone,
A,06 - Education,a-6-a6c9fe-0,567,What is their email address? (You may list more than one.),email_and_type,I Don't Know,,Education Reference Email.,,schools,educationReferenceEmail,
A,06 - Education,a-6-103558-0,571,Do they currently live or work in the U.S.?,boolean,,,Education Reference Address.,,schools,educationReferenceInUS,
A,06 - Education,a-6-153b9c-0,575,What is the address?,checkboxes,I Don't Know,,Education Reference Address Yes in the U.S.,,schools,educationReferenceUsAddressNotKnown,
A,06 - Education,a-6-155a7a-0,577,"Street (include Apt #, Unit #, or Suite #, if applicable)",text,,,Education Reference Address Yes in the U.S.,,schools,educationReferenceUsAddressStreetAddress,
A,06 - Education,a-6-bb4065-0,579,City,text,,,Education Reference Address Yes in the U.S.,,schools,educationReferenceUsAddressCity,
A,06 - Education,a-6-66b1c3-0,581,State or Territory,dropdown,,STATE_OR_TERRITORY,Education Reference Address Yes in the U.S.,,schools,educationReferenceUsAddressStateOrTerritory,
A,06 - Education,a-6-1cb956-0,583,ZIP Code,text,,,Education Reference Address Yes in the U.S.,,schools,educationReferenceZipcode,
A,06 - Education,a-6-fb97a8-0,585,Is this a U.S. military installation?,dropdown,Yes|No|I Don't Know,YES_NO_DONTKNOW,Education Reference Address Yes in the U.S.,,schools,educationReferenceUsAddressIsMilitaryInstallation,
A,06 - Education,a-6-6e6f3d-0,590,What is the name of the U.S. military installation?,text,I Don't Know,,Education Reference Yes in the U.S. and Yes to Military Installation.,,schools,educationReferenceUsAddressMilitaryInstallationName,
A,06 - Education,a-6-a7f03b-0,594,What is the location?,checkboxes,I Don't Know,,Education Reference Address Not in the U.S.,,schools,educationReferenceNonUsAddressDontKnow,Does this take a street address? Can't check now
A,06 - Education,a-6-1527df-0,598,City,text,,,Education Reference Address Not in the U.S.,,schools,educationReferenceNonUsAddressCity,
A,06 - Education,a-6-ee6479-0,600,Country,dropdown,,COUNTRY,Education Reference Address Not in the U.S.,,schools,educationReferenceNonUsAddressCountry,
A,06 - Education,a-6-1a734b-0,602,Is this a U.S. military installation or U.S. diplomatic facility?,dropdown,Yes|No|I Don't Know,YES_NO_DONTKNOW,Education Reference Address Not in the U.S.,,schools,educationReferenceNonUsAddressIsUsgFacility,
A,06 - Education,a-6-42d6e5-0,607,What is the name of the U.S. military installation or U.S. diplomatic facility?,text,I Don't Know,,Education Reference Address Not in the U.S. but a U.S. Military Installation.,,schools,educationReferenceNonUsAddressUsgFacilityName,
A,06 - Education,a-6-329831-0,610,What is the APO/FPO/DPO ZIP Code for the U.S. military installation or U.S. diplomatic facility?,text,,,Education Reference Address Not in the U.S. but a U.S. Military Installation.,,schools,educationReferenceNonUsAddressUsgFacilityPostcode,
A,06 - Education,a-6-bbff7f-0,613,Do you have another school to report? (Only report information prior to your 18th birthday if necessary to report a minimum of 2 years of information.),boolean,,,Another Education to Report.,,,IGNORE,
A,06 - Education,a-6-192fb1-0,617,Did you receive another degree or diploma over five years ago?,boolean,,,,,,IGNORE,
A,06 - Education,a-6-96f1b3-0,621,What is the name of the school that awarded you this degree or diploma? (Do not use abbreviations or acronyms.),text,,,"Degree Received Over Five Years Ago. Education, Information of School Awarding Degree.",,previousSchools,schoolName,
A,06 - Education,a-6-de0783-0,623,What type of school is this?,dropdown,,SCHOOL_TYPE,"Degree Received Over Five Years Ago. Education, Information of School Awarding Degree.",,previousSchools,schoolType,
A,06 - Education,a-6-4f1dbd-0,626,Please explain.,text,,,"Education, Explanation for School Type selection of “Other” in Dropdown Menu.",,previousSchools,schoolTypeExplanation,
A,06 - Education,a-6-f3aab4-0,629,Which best describes your learning experience at this school?,dropdown,,LEARNING_TYPE,"Education, Describe School Experience (in-person, not-in person, combination).",,previousSchools,learningExperience,
A,06 - Education,a-6-108306-0,632,Please explain.,text,,,"Education, Explanation for School Experience Selection of “Other” in Dropdown Menu.",,previousSchools,learningExperienceExplanation,
A,06 - Education,a-6-10b77b-0,636,From (Month/Year),month,,,Dates Attended School and Location.,,previousSchools,fromMonth,
A,06 - Education,a-6-110bc5-0,638,To (Month/Year),month,,,Dates Attended School and Location.,,previousSchools,toMonth,
A,06 - Education,a-6-121cf6-0,640,Is this school in the U.S.? (For distance-learning schools use the address where your school records are kept.),boolean,,,Dates Attended School and Location.,,previousSchools,isInUs,
A,06 - Education,a-6-1a8262-0,645,Street,text,,,Education Yes to U.S. Location.,,previousSchools,usAddressStreetAddress,
A,06 - Education,a-6-ab0638-0,647,City,text,,,Education Yes to U.S. Location.,,previousSchools,usAddressCity,
A,06 - Education,a-6-696e7d-0,649,State or Territory,dropdown,,STATE_OR_TERRITORY,Education Yes to U.S. Location.,,previousSchools,usAddressState,
A,06 - Education,a-6-1ed21f-0,651,ZIP Code,text,,,Education Yes to U.S. Location.,,previousSchools,usAddressZipcode,
A,06 - Education,a-6-1b02df-0,657,City,text,,,Education No to U.S. Location.,,previousSchools,nonusAddressCity,
A,06 - Education,a-6-37ee61-0,659,Country,text,,,Education No to U.S. Location.,,previousSchools,nonUsAddressCountry,
A,06 - Education,a-6-15c0ed-0,662,What type of degree or diploma did you receive?,dropdown,,DEGREE_TYPE,Education Diploma or Degree Type.,,previousSchools,degreeType,
A,06 - Education,a-6-1f07c4-0,665,Please explain.,text,,,Education Explanation for Selection of “Other” for Diploma/Degree Type.,,previousSchools,degreeTypeExplanation,
A,06 - Education,a-6-b9a002-0,668,When were you awarded this degree or diploma?,month,Estimated,,Education Diploma or Degree Additional Questions.,,previousSchools,awardMonth,
A,06 - Education,a-6-d73000-0,671,"Do you have another degree or diploma to report? (You must report all degrees and diplomas you have received; however, you do not need to report a High School diploma if you have achieved a higher degree.)",boolean,,,Education Diploma or Degree Additional Questions.,,,IGNORE,
A,07 - Employment Activities,a-7-1be4d4-0,676,What type of employment activity do you have to report?,dropdown,,EMPLOYMENT_ACTIVITY,,,,employmentType,
A,07 - Employment Activities,a-7-36df1a-0,679,Which branch of service are you or were you in?,dropdown,,US_MILITARY_SERVICE_BRANCH,for Employment Type U.S. Military.,,militaryEmployment,militaryBranch,
A,07 - Employment Activities,a-7-11d19e-0,681,What is the name of the duty station you are or were assigned to?,text,,,for Employment Type U.S. Military.,,militaryEmployment,militaryDutyStationName,
A,07 - Employment Activities,a-7-2cb8ff-0,684,From,month,Estimated,,for Employment Type U.S. Military.,,militaryEmployment,militaryStartDate,
A,07 - Employment Activities,a-7-596e9e-0,687,To,month,Estimated|Present,,for Employment Type U.S. Military.,,militaryEmployment,militaryEndDate,
A,07 - Employment Activities,a-7-645961-0,691,Is this duty station in the U.S.?,boolean,,,for Employment Type U.S. Military.,,militaryEmployment,militaryDutyStationInUS,
A,07 - Employment Activities,a-7-387430-0,696,"Street (include Apt #, Unit #, or Suite #, if applicable)",text,,,"for Employment Type Military, U.S. Military Station in the U.S.",,militaryEmployment,militaryUsAddressStreetAddress,
A,07 - Employment Activities,a-7-1142a7-0,698,City,text,,,"for Employment Type Military, U.S. Military Station in the U.S.",,militaryEmployment,militaryUsAddressCity,
A,07 - Employment Activities,a-7-21ec8f-0,700,State or Territory,dropdown,,STATE_OR_TERRITORY,"for Employment Type Military, U.S. Military Station in the U.S.",,militaryEmployment,militaryUsAddressState,
A,07 - Employment Activities,a-7-1a986d-0,702,ZIP Code,text,,,"for Employment Type Military, U.S. Military Station in the U.S.",,militaryEmployment,militaryUsAddressZipcode,
A,07 - Employment Activities,a-7-1142a7-1,705,City,text,,,"for Employment Type Military, U.S. Military Station in the U.S.",,militaryEmployment,militaryNonUsCity,
A,07 - Employment Activities,a-7-1c7892-0,707,Country,dropdown,,COUNTRY,"for Employment Type Military, U.S. Military Station in the U.S.",,militaryEmployment,militaryNonUsCountry,
A,07 - Employment Activities,a-7-8e3601-0,710,What unit or organization are you or were you assigned to?,text,,,"for Employment Type U.S. Military, Unit Questions.",,militaryEmployment.unit,militaryUnit,
A,07 - Employment Activities,a-7-184f51-0,713,From (Month/Year),month,Estimated,,"for Employment Type U.S. Military, Unit Questions.",,militaryEmployment.unit,militaryUnitStartDate,
A,07 - Employment Activities,a-7-e3c75f-0,716,To (Month/Year),month,Estimated|Present,,"for Employment Type U.S. Military, Unit Questions.",,militaryEmployment.unit,militaryUnitEndDate,
A,07 - Employment Activities,a-7-1b38a7-0,720,What is the phone number of your unit or organization?,phone_number_and_type,,,"for Employment Type U.S. Military, Unit Questions.",extra_chunks,militaryEmployment.unit,militaryUnitPhoneNumber,
A,07 - Employment Activities,a-7-1917bd-0,723,What is or was your duty status while assigned to this unit or organization?,dropdown,,MILITARY_DUTY_STATUS,"for Employment Type U.S. Military, Unit Questions.",,militaryEmployment.unit,militaryUnitDutyStatus,
A,07 - Employment Activities,a-7-a6f751-0,725,What is or was your duty or job title while assigned to this unit or organization?,text,,,"for Employment Type U.S. Military, Unit Questions.",,militaryEmployment.unit,militaryUnitJobTitle,
A,07 - Employment Activities,a-7-b7bc2f-0,727,"Do you have another unit or organization you were assigned to while at this duty station? (Answer ""Yes"" if the assignments were consecutive (back-to-back). Answer ""No"" if you left this duty station and there was a time gap before returning to this duty station.)",boolean,,,"for Employment Type U.S. Military, Unit Questions.",,,IGNORE,
A,07 - Employment Activities,a-7-182439-0,732,Last Name,text,Letter(s) Only,,"for Employment Type U.S. Military, Supervisor Details.",,militaryEmployment,militarySupervisorLastName,
A,07 - Employment Activities,a-7-128926-0,735,First Name,text,Letter(s) Only,,"for Employment Type U.S. Military, Supervisor Details.",,militaryEmployment,militarySupervisorFirstName,
A,07 - Employment Activities,a-7-1de840-0,738,Suffix,dropdown,,SUFFIX,"for Employment Type U.S. Military, Supervisor Details.",,militaryEmployment,militarySupervisorSuffix,
A,07 - Employment Activities,a-7-baa44c-0,740,What is or was this supervisor's duty or job title?,text,I Don't Know,,"for Employment Type U.S. Military, Supervisor Details.",,militaryEmployment,militarySupervisorJobTitle,
A,07 - Employment Activities,a-7-1ba906-0,743,What is this supervisor's phone number?,phone_number_and_type,I Don't Know,,"for Employment Type U.S. Military, Supervisor Details.",extra_chunks,militaryEmployment,militarySupervisorPhoneNumber,
A,07 - Employment Activities,a-7-b0f3f9-0,747,What is this supervisor's email address?,email_and_type,I Don't Know,,"for Employment Type U.S. Military, Supervisor Details.",,militaryEmployment,militarySupervisorEmailAddress,
A,07 - Employment Activities,a-7-18fa4f-0,750,What unit or organization is this supervisor currently assigned to?,text,I Don't Know,,"for Employment Type U.S. Military, Supervisor Details.",,militaryEmployment,militarySupervisorUnit,
A,07 - Employment Activities,a-7-1a378a-0,753,Does this supervisor currently work in the U.S.?,dropdown,Yes|No|I Don't Know,YES_NO_DONTKNOW,"for Employment Type U.S. Military, Supervisor Details.",,militaryEmployment,militarySupervisorInUS,
A,07 - Employment Activities,a-7-151202-0,758,What is this supervisor's current work address?,checkboxes,I Don't Know,,"for Employment Type U.S. Military, Supervisor Address, in U.S.",,militaryEmployment,militarySupervisorUsAddress,
A,07 - Employment Activities,a-7-319b12-0,760,"Street (include Apt #, Unit #, or Suite #, if applicable)",text,,,"for Employment Type U.S. Military, Supervisor Address, in U.S.",,militaryEmployment,militarySupervisorUsAddressStreetAddress,
A,07 - Employment Activities,a-7-1bbe62-0,762,City,text,,,"for Employment Type U.S. Military, Supervisor Address, in U.S.",,militaryEmployment,militarySupervisorUsAddressCity,
A,07 - Employment Activities,a-7-c0fc8c-0,764,State or Territory,dropdown,,STATE_OR_TERRITORY,"for Employment Type U.S. Military, Supervisor Address, in U.S.",,militaryEmployment,militarySupervisorUsAddressState,
A,07 - Employment Activities,a-7-edd3ee-0,766,ZIP Code,text,,,"for Employment Type U.S. Military, Supervisor Address, in U.S.",,militaryEmployment,militarySupervisorUsAddressZipcode,
A,07 - Employment Activities,a-7-2d4fdb-0,768,Is this a U.S. military installation?,dropdown,Yes|No|I Don't Know,YES_NO_DONTKNOW,"for Employment Type U.S. Military, Supervisor Address, in U.S.",,militaryEmployment,militarySupervisorUsAddressIsMilitary,
A,07 - Employment Activities,a-7-9fc07a-0,773,What is the name of this U.S. military installation?,text,I Don't Know,,"for Employment Type U.S. Military, Supervisor Address, U.S. Military Installation.",,militaryEmployment,militarySupervisorMilitaryInstallationName,
A,07 - Employment Activities,a-7-1921fd-0,777,Where does this supervisor currently work?,checkboxes,I Don't Know,,"for Employment Type U.S. Military, Supervisor Address, Not in U.S.",,militaryEmployment,militarySupervisorNonUsAddress,
A,07 - Employment Activities,a-7-1c2142-0,781,City,text,,,"for Employment Type U.S. Military, Supervisor Address, Not in U.S.",,militaryEmployment,militarySupervisorNonUsCity,
A,07 - Employment Activities,a-7-a2201d-0,783,Country,dropdown,,COUNTRY,"for Employment Type U.S. Military, Supervisor Address, Not in U.S.",,militaryEmployment,militarySupervisorNonUsCountry,
A,07 - Employment Activities,a-7-59ee98-0,785,Is this a U.S. military installation or U.S. diplomatic facility?,dropdown,Yes|No|I Don't Know,YES_NO_DONTKNOW,"for Employment Type U.S. Military, Supervisor Address, Not in U.S.",,militaryEmployment,militarySupervisorNonUsAddressIsUsgFacility,
A,07 - Employment Activities,a-7-42e3a4-0,790,What is the name of this U.S. military installation or U.S. diplomatic facility?,text,I Don't Know|Not Applicable,,"for Employment Type U.S. Military, Supervisor Address, U.S. Installation Abroad.",,militaryEmployment,militarySupervisorNonUsAddressUsgFacilityName,
A,07 - Employment Activities,a-7-c20837-0,794,What is the APO/FPO/DPO ZIP Code?,text,I Don't Know,,"for Employment Type U.S. Military, Supervisor Address, U.S. Installation Abroad.",,militaryEmployment,militarySupervisorNonUsAddressPostcode,
A,07 - Employment Activities,a-7-ec77cf-0,798,Did you receive any disciplinary actions while assigned to this duty station?,boolean,,,for Employment Type U.S. Military Discipline Question.,,,IGNORE,
A,07 - Employment Activities,a-7-1bee7f-0,802,Which disciplinary action did you receive? (Check one. There will be an opportunity to input multiple entries.),dropdown,,MILITARY_DISCIPLINE_ACTION,"for Employment Type U.S. Military, Yes to Disciplinary Action.",extra_chunks,militaryEmployment.disciplinaryActions,militaryDisciplinaryActionType,
